user_id,user_gender,bucketized_user_age,user_occupation_label,user_occupation_text,user_zip_code
2145,True,18.0,17,K-12 student,32750
2556,True,25.0,17,college/grad student,02430
4212,True,56.0,19,tradesman/craftsman,56716
2881,False,25.0,12,programmer,77019
3558,True,18.0,18,technician/engineer,66044
5858,True,25.0,17,college/grad student,01002
797,False,50.0,6,executive/managerial,20175
2029,False,25.0,12,programmer,10011
579,True,25.0,3,customer service,32839
3539,False,25.0,17,college/grad student,77006
1296,True,1.0,11,other/not specified,75244
740,True,25.0,14,sales/marketing,24551
4411,True,18.0,17,college/grad student,92122
5397,True,18.0,11,other/not specified,60451
5848,True,50.0,21,writer,20009
3588,True,25.0,1,artist,90068
4925,False,35.0,4,doctor/health care,55401
3420,False,25.0,6,executive/managerial,48105
5865,True,25.0,18,technician/engineer,95926
2419,True,25.0,11,other/not specified,06096
3528,True,35.0,3,customer service,41144
3816,False,25.0,2,clerical/admin,90020
5106,False,35.0,0,academic/educator,19348
1165,True,25.0,12,programmer,45014
4507,True,18.0,17,college/grad student,61820
1536,False,35.0,2,clerical/admin,83001
2570,False,56.0,14,sales/marketing,95005
844,True,25.0,11,other/not specified,92121
1789,True,1.0,17,K-12 student,19116
2825,False,25.0,21,writer,94014
2948,True,18.0,14,sales/marketing,48185
5582,True,45.0,0,academic/educator,50011
2116,True,18.0,17,college/grad student,49546
4183,True,25.0,0,academic/educator,91730
4485,True,25.0,17,college/grad student,64112
131,True,18.0,17,college/grad student,06520
4082,True,25.0,21,writer,79912
5422,True,50.0,6,executive/managerial,94114
82,True,25.0,18,technician/engineer,48380
1980,True,35.0,6,executive/managerial,06460
5256,True,25.0,16,self-employed,30269
3591,True,35.0,4,doctor/health care,96158
5775,True,25.0,9,lawyer,10024
155,True,35.0,12,programmer,07470
509,True,25.0,1,artist,55125
166,True,18.0,17,college/grad student,92802
2670,True,35.0,4,doctor/health care,94598
2809,True,25.0,6,executive/managerial,10016
1808,False,18.0,17,college/grad student,22031
245,True,35.0,16,self-employed,66046
988,True,50.0,9,lawyer,48823
4115,True,25.0,15,scientist,99353
1414,True,18.0,17,college/grad student,85035
1357,True,45.0,11,other/not specified,34116
2926,False,18.0,1,artist,55118
1409,True,18.0,17,college/grad student,97215
2609,False,50.0,12,programmer,55391
1634,False,56.0,11,other/not specified,38340
2383,False,25.0,14,sales/marketing,95125
1757,True,25.0,17,college/grad student,75206
4478,True,1.0,12,programmer,02138
789,True,18.0,0,academic/educator,67212
5507,True,45.0,6,executive/managerial,44325
3550,True,25.0,3,customer service,55447
4157,True,50.0,19,tradesman/craftsman,97321
4868,True,35.0,18,technician/engineer,03820
837,True,56.0,6,executive/managerial,08540
5664,True,18.0,17,college/grad student,48363
3055,False,25.0,2,clerical/admin,98501
1069,True,25.0,21,writer,98105
301,True,18.0,17,college/grad student,61820
1598,True,35.0,13,retired,76548
3726,True,25.0,18,technician/engineer,92882
4889,True,18.0,17,college/grad student,63108
588,False,25.0,9,lawyer,23220
2225,True,25.0,3,customer service,96815
3346,True,35.0,6,executive/managerial,54016
2552,False,25.0,8,homemaker,29369
1639,True,25.0,18,technician/engineer,95405
2924,False,18.0,17,college/grad student,94121
2293,False,56.0,2,clerical/admin,48130
3911,True,18.0,11,other/not specified,92037
1996,True,35.0,11,other/not specified,85621
4540,False,25.0,14,sales/marketing,94301
1779,True,18.0,0,academic/educator,78133
2916,True,45.0,1,artist,98011
5339,True,18.0,18,technician/engineer,60193
4405,True,25.0,14,sales/marketing,98103
4250,False,50.0,11,other/not specified,33313
5367,True,18.0,17,college/grad student,55344
2323,True,35.0,2,clerical/admin,13088
4867,True,25.0,16,self-employed,04101
5389,True,45.0,6,executive/managerial,01905
6003,False,45.0,18,technician/engineer,78722
3477,False,50.0,0,academic/educator,10024
4624,True,25.0,12,programmer,84062
3191,True,25.0,12,programmer,27707
3786,False,25.0,11,other/not specified,94115
5768,False,1.0,6,executive/managerial,20852
4481,True,25.0,19,tradesman/craftsman,26104
3085,True,25.0,17,college/grad student,78703
4899,True,25.0,12,programmer,94402
2320,False,50.0,0,academic/educator,06043
1589,True,25.0,11,other/not specified,95136
960,True,1.0,17,K-12 student,45244
1297,True,25.0,6,executive/managerial,92109
1308,True,1.0,17,K-12 student,75082
1273,True,35.0,1,artist,19123
351,True,18.0,17,college/grad student,55105
1179,True,50.0,0,academic/educator,91030
3579,True,18.0,11,other/not specified,32219
3881,True,18.0,1,artist,44515
1442,True,18.0,1,artist,12345
1687,True,25.0,2,clerical/admin,85013
1675,False,25.0,4,doctor/health care,97116
5925,False,25.0,11,other/not specified,90035-4444
5034,False,25.0,15,scientist,62901
1195,False,1.0,17,K-12 student,13907
4811,True,35.0,0,academic/educator,01773
1647,True,18.0,19,tradesman/craftsman,98118
5829,False,25.0,17,college/grad student,78223
1374,True,50.0,0,academic/educator,91403
1449,True,35.0,21,writer,17112
4789,True,35.0,1,artist,55104
4747,True,18.0,17,college/grad student,26201
2883,True,18.0,21,writer,30101
3834,True,18.0,1,artist,02322
3409,True,25.0,17,college/grad student,48127
2182,False,25.0,17,college/grad student,60443
5809,True,25.0,6,executive/managerial,37206
3562,False,25.0,4,doctor/health care,32812
4447,True,45.0,3,customer service,32953
3144,False,25.0,6,executive/managerial,85260
4977,True,25.0,17,college/grad student,92507
4142,True,56.0,6,executive/managerial,01040
498,True,35.0,18,technician/engineer,55113
3512,True,18.0,18,technician/engineer,02140
319,False,50.0,4,doctor/health care,33436
1743,True,35.0,18,technician/engineer,77566
4948,True,45.0,1,artist,94618
3375,True,25.0,17,college/grad student,89193
5558,True,1.0,17,K-12 student,02446
4951,False,35.0,18,technician/engineer,90291
1726,True,25.0,1,artist,60160
2156,True,18.0,20,unemployed,55912
5536,True,25.0,16,self-employed,67204
1592,True,35.0,6,executive/managerial,50111
1877,False,45.0,21,writer,90069
735,True,25.0,14,sales/marketing,04240
2427,False,25.0,14,sales/marketing,94010
1059,False,25.0,11,other/not specified,97213
5517,True,56.0,11,other/not specified,80210
3203,True,35.0,11,other/not specified,90254
5413,True,35.0,0,academic/educator,59801
5938,True,25.0,0,academic/educator,35401
4601,True,35.0,14,sales/marketing,55415
3693,True,25.0,15,scientist,94062
162,False,18.0,17,college/grad student,93117
1573,True,1.0,11,other/not specified,77479
2943,True,35.0,12,programmer,95864
2031,True,35.0,21,writer,60640
2102,True,25.0,9,lawyer,48825
5845,False,25.0,2,clerical/admin,79411
2239,True,18.0,17,K-12 student,60148
2567,True,25.0,11,other/not specified,06451
5602,True,35.0,11,other/not specified,97212
2208,True,25.0,11,other/not specified,10006
2674,True,25.0,17,college/grad student,94110
232,True,25.0,21,writer,55408
2566,True,35.0,18,technician/engineer,94022
2503,True,35.0,18,technician/engineer,19360
4746,True,50.0,0,academic/educator,19087-3622
4704,True,18.0,21,writer,02601
3945,False,45.0,0,academic/educator,96778
4241,True,35.0,6,executive/managerial,11767
1421,False,1.0,17,K-12 student,53704
3112,True,18.0,12,programmer,98133
800,False,35.0,12,programmer,72032
2643,True,45.0,18,technician/engineer,99005
4059,True,25.0,14,sales/marketing,80232
3940,True,35.0,21,writer,32708
5104,True,35.0,21,writer,19108
4603,False,35.0,1,artist,33619
702,True,35.0,6,executive/managerial,90808
3618,True,56.0,18,technician/engineer,22657
3631,True,18.0,17,college/grad student,77005
269,True,25.0,1,artist,55408
2978,True,35.0,21,writer,45236
1134,True,18.0,21,writer,19114
5229,True,25.0,11,other/not specified,60173
2504,True,25.0,6,executive/managerial,98115
1498,True,18.0,17,college/grad student,02139
2389,True,25.0,16,self-employed,37922
2919,True,18.0,18,technician/engineer,88076
5749,True,25.0,1,artist,94117
3748,True,18.0,17,college/grad student,02026
1232,False,18.0,17,college/grad student,43235
4112,True,45.0,19,tradesman/craftsman,47129
1009,True,50.0,6,executive/managerial,48315
3345,True,25.0,6,executive/managerial,18655
1899,False,45.0,4,doctor/health care,02135
3635,True,50.0,0,academic/educator,60062
1484,True,25.0,12,programmer,07054
4335,True,35.0,11,other/not specified,74011
5036,True,35.0,6,executive/managerial,14850
712,True,25.0,11,other/not specified,95136
2350,True,18.0,17,college/grad student,44312
4003,True,56.0,13,retired,46143
4271,True,35.0,6,executive/managerial,83405
2931,True,18.0,17,college/grad student,16803
5518,True,50.0,18,technician/engineer,78666
890,True,18.0,17,college/grad student,92153
3534,True,35.0,18,technician/engineer,68506
2912,False,18.0,17,college/grad student,48104
520,False,35.0,21,writer,55104
5129,True,45.0,18,technician/engineer,40515
106,False,35.0,9,lawyer,79101
4982,True,25.0,12,programmer,63043
1553,False,25.0,15,scientist,64116
5626,True,56.0,16,self-employed,32043
1168,False,25.0,11,other/not specified,94109
2411,False,35.0,14,sales/marketing,01536
2281,True,45.0,9,lawyer,48104
1861,True,50.0,16,self-employed,92129
2033,False,45.0,21,writer,91436
5724,True,25.0,15,scientist,94102
5461,True,50.0,11,other/not specified,94025
1255,True,25.0,18,technician/engineer,94110
4080,True,35.0,0,academic/educator,48912
718,True,18.0,1,artist,90211
3931,True,25.0,3,customer service,92117
5026,True,25.0,18,technician/engineer,92584
163,True,18.0,17,college/grad student,85013
2747,False,18.0,17,college/grad student,90025
704,False,35.0,7,farmer,85712
4293,False,45.0,8,homemaker,55391
2105,True,25.0,0,academic/educator,24060
1820,True,25.0,21,writer,50265
4968,False,50.0,21,writer,95404
3673,True,25.0,1,artist,10003
5653,True,50.0,0,academic/educator,74105
4232,False,35.0,21,writer,75287
3770,False,35.0,2,clerical/admin,50322
3001,True,18.0,17,college/grad student,94704
6007,True,35.0,18,technician/engineer,80537
4964,True,35.0,11,other/not specified,94110
176,False,18.0,2,clerical/admin,55016
4279,True,25.0,16,self-employed,43215
2016,False,56.0,1,artist,20783
3878,True,35.0,16,self-employed,22124
2634,True,56.0,0,academic/educator,15701
1451,True,35.0,21,writer,90012
899,False,25.0,0,academic/educator,30605
2338,True,45.0,18,technician/engineer,13152
3859,True,25.0,11,other/not specified,89145
2737,True,25.0,2,clerical/admin,50311
4449,True,25.0,12,programmer,27513
4847,True,25.0,12,programmer,94131
3852,True,50.0,16,self-employed,60302
5308,True,56.0,6,executive/managerial,27410
1242,False,35.0,11,other/not specified,10014
5880,True,25.0,0,academic/educator,08904
4936,False,18.0,17,college/grad student,63144
1503,True,25.0,12,programmer,92688
5780,True,18.0,18,technician/engineer,92886
3312,False,18.0,17,college/grad student,90039
2604,True,25.0,11,other/not specified,45459
5786,True,25.0,4,doctor/health care,53211
336,True,18.0,11,other/not specified,98765
5806,False,50.0,0,academic/educator,08826
1669,False,25.0,18,technician/engineer,75006
3314,True,25.0,6,executive/managerial,06516
5948,True,56.0,13,retired,12124
3353,True,35.0,18,technician/engineer,92688
4521,True,35.0,12,programmer,15202
1366,True,1.0,17,K-12 student,89509
1495,True,18.0,11,other/not specified,77341
2289,False,50.0,0,academic/educator,52002
2807,False,35.0,9,lawyer,22043
4469,False,45.0,12,programmer,92037
522,True,25.0,12,programmer,55124
4029,False,56.0,2,clerical/admin,21114
1016,True,56.0,16,self-employed,60044
3080,True,25.0,21,writer,55410
2683,True,35.0,6,executive/managerial,60188
1491,True,18.0,17,college/grad student,06511
1793,True,25.0,17,college/grad student,20008
2969,True,25.0,6,executive/managerial,06851
2121,True,56.0,13,retired,02356
5805,False,25.0,11,other/not specified,90802
3230,True,35.0,16,self-employed,92630
1942,True,35.0,3,customer service,04901
1697,False,18.0,17,college/grad student,98052
339,True,50.0,6,executive/managerial,80207
2901,True,25.0,18,technician/engineer,78749
3239,False,25.0,12,programmer,07730
517,False,25.0,14,sales/marketing,55408
1371,False,50.0,1,artist,60657
2020,True,25.0,6,executive/managerial,45011
5895,True,25.0,0,academic/educator,43026
3400,True,25.0,14,sales/marketing,08742
739,True,35.0,12,programmer,55803
3193,True,25.0,11,other/not specified,92019
3518,False,18.0,6,executive/managerial,11215
5016,False,35.0,0,academic/educator,89447
1833,True,18.0,18,technician/engineer,07030
2186,True,18.0,3,customer service,41018
4243,True,56.0,6,executive/managerial,32137
1011,True,25.0,7,farmer,92115
4401,True,18.0,17,college/grad student,10027
5562,False,35.0,0,academic/educator,54650
202,True,18.0,17,college/grad student,53706
5884,True,18.0,17,college/grad student,20057
3403,True,35.0,3,customer service,48342
4832,True,25.0,14,sales/marketing,17857
4214,False,25.0,11,other/not specified,20121
5347,True,25.0,4,doctor/health care,53705
1133,True,18.0,1,artist,90038
1790,True,25.0,11,other/not specified,19152
937,True,25.0,15,scientist,60513
1214,True,56.0,13,retired,94558
5039,False,35.0,17,college/grad student,97068
2676,True,56.0,21,writer,78731
513,True,25.0,11,other/not specified,55119
5282,False,18.0,17,college/grad student,63146
4511,True,35.0,6,executive/managerial,62234
4497,True,50.0,11,other/not specified,29678
2073,False,18.0,17,college/grad student,13148
5234,False,25.0,11,other/not specified,60657
314,False,56.0,8,homemaker,46911
918,False,45.0,0,academic/educator,91901
4083,True,56.0,14,sales/marketing,92630
5042,False,18.0,1,artist,55408
2966,False,25.0,17,college/grad student,48104
2751,False,25.0,16,self-employed,28120
770,True,18.0,17,college/grad student,98499
3781,False,56.0,9,lawyer,54401
643,True,25.0,1,artist,23188
1670,False,56.0,13,retired,95320
5684,True,18.0,16,self-employed,94110
5185,False,35.0,17,college/grad student,44485
5675,True,35.0,14,sales/marketing,30030
5933,True,25.0,1,artist,98227
5284,True,25.0,16,self-employed,55426
3226,True,35.0,17,college/grad student,10027
1836,True,25.0,11,other/not specified,10016
3526,True,35.0,1,artist,62263-3004
1952,True,35.0,0,academic/educator,91030
3718,True,50.0,18,technician/engineer,07728
1129,True,35.0,18,technician/engineer,22309
4884,True,35.0,14,sales/marketing,90266
1544,True,25.0,12,programmer,63146
4824,True,25.0,6,executive/managerial,55411
5942,True,45.0,0,academic/educator,01867
4901,True,25.0,6,executive/managerial,11228
2136,True,35.0,19,tradesman/craftsman,13027
5782,False,35.0,11,other/not specified,55459
3233,True,50.0,1,artist,60660
160,True,35.0,6,executive/managerial,13021
1163,True,1.0,17,K-12 student,70448
4361,True,35.0,15,scientist,83616
4893,True,25.0,18,technician/engineer,48092
1215,True,35.0,18,technician/engineer,23602
4426,True,45.0,18,technician/engineer,93401
180,True,45.0,12,programmer,01603
5571,False,25.0,8,homemaker,07307
439,True,35.0,14,sales/marketing,55129
4161,True,45.0,11,other/not specified,90404
3229,False,56.0,0,academic/educator,93105
1611,True,25.0,11,other/not specified,03867
5332,True,18.0,17,college/grad student,30332
3341,True,25.0,21,writer,91730
2272,True,25.0,11,other/not specified,71731
1825,True,25.0,6,executive/managerial,50310
3958,True,45.0,6,executive/managerial,46112
5205,True,25.0,0,academic/educator,02908
3386,True,18.0,17,college/grad student,55414
1206,False,50.0,6,executive/managerial,33764
5131,False,25.0,0,academic/educator,77707
5773,True,25.0,4,doctor/health care,89123
5872,True,25.0,18,technician/engineer,61265
2487,True,45.0,6,executive/managerial,55438
3922,True,18.0,17,college/grad student,53211
2540,False,45.0,4,doctor/health care,42420
1915,True,50.0,13,retired,01938
3888,True,45.0,18,technician/engineer,02067
3157,True,25.0,12,programmer,92880
423,True,18.0,17,college/grad student,55455
2349,True,25.0,7,farmer,50309
4623,True,25.0,16,self-employed,22207
4190,True,45.0,18,technician/engineer,89108
2601,True,35.0,16,self-employed,27613
4993,True,45.0,18,technician/engineer,54022
271,True,18.0,17,college/grad student,48202
4020,True,25.0,4,doctor/health care,77034
2304,True,45.0,12,programmer,94103
3957,True,35.0,9,lawyer,40242
4237,True,25.0,14,sales/marketing,77450
1117,True,18.0,14,sales/marketing,10017
2669,True,45.0,11,other/not specified,24541
4736,True,18.0,21,writer,91505
3656,False,45.0,3,customer service,34610
3769,True,25.0,15,scientist,02446
5539,False,25.0,21,writer,91403
3363,False,35.0,8,homemaker,04046
5563,False,25.0,6,executive/managerial,11753
5038,True,25.0,21,writer,10010
453,True,18.0,17,college/grad student,55102
767,True,25.0,12,programmer,45241
5766,True,56.0,14,sales/marketing,96744
5734,False,25.0,14,sales/marketing,10022
1515,True,25.0,16,self-employed,48324
1147,True,25.0,21,writer,98101
4909,False,35.0,12,programmer,94014
897,True,25.0,4,doctor/health care,92130
4927,True,45.0,11,other/not specified,97520
23,True,35.0,11,other/not specified,90049
5478,True,35.0,6,executive/managerial,02766
5065,True,25.0,14,sales/marketing,28715
5071,False,25.0,6,executive/managerial,75093
798,False,25.0,21,writer,48464
1078,False,45.0,8,homemaker,95661
563,True,25.0,17,college/grad student,53703
2485,True,35.0,14,sales/marketing,95746
3329,True,50.0,19,tradesman/craftsman,72601
2270,True,18.0,0,academic/educator,14620
1309,True,25.0,14,sales/marketing,76051
5506,False,18.0,14,sales/marketing,60610
5630,True,35.0,18,technician/engineer,06854
3120,True,18.0,17,college/grad student,55414
2826,True,35.0,12,programmer,10011
3856,False,35.0,21,writer,93449
746,False,18.0,20,unemployed,95019
343,False,35.0,2,clerical/admin,55127
143,True,18.0,2,clerical/admin,64043
673,True,25.0,21,writer,10023
4094,True,25.0,18,technician/engineer,49017
983,False,25.0,16,self-employed,99224
3348,True,45.0,16,self-employed,94546
3257,True,25.0,14,sales/marketing,94105
3125,True,25.0,6,executive/managerial,10025
3792,True,25.0,4,doctor/health care,68108
4631,True,18.0,17,college/grad student,94111
149,True,25.0,0,academic/educator,29205
1322,True,56.0,11,other/not specified,94043
6040,True,25.0,4,doctor/health care,11106
4687,True,35.0,14,sales/marketing,01746
3007,True,35.0,11,other/not specified,33174
308,True,25.0,1,artist,10025
5850,False,25.0,6,executive/managerial,78230
2658,True,25.0,6,executive/managerial,60115
225,True,25.0,6,executive/managerial,11215
3311,True,25.0,17,college/grad student,90039
2915,True,25.0,6,executive/managerial,23423
4979,True,35.0,1,artist,55423
2757,True,25.0,1,artist,10023
3993,True,25.0,11,other/not specified,22015
1380,True,1.0,17,K-12 student,58078
3577,False,56.0,11,other/not specified,00231
591,True,25.0,11,other/not specified,76201
3646,True,35.0,21,writer,98106
397,True,35.0,18,technician/engineer,22124
2174,True,50.0,12,programmer,87505
4052,True,25.0,1,artist,43551
2407,True,35.0,16,self-employed,11358
5519,True,35.0,15,scientist,33167
1202,True,35.0,12,programmer,97006
6037,False,45.0,0,academic/educator,76006
408,True,25.0,9,lawyer,02143
4436,True,25.0,12,programmer,19067
3641,True,25.0,11,other/not specified,92008
3056,True,25.0,19,tradesman/craftsman,10309
79,False,45.0,11,other/not specified,98103
2309,False,45.0,11,other/not specified,08901
2493,True,45.0,1,artist,90631
2302,True,50.0,12,programmer,48104
4683,True,25.0,11,other/not specified,22101
2203,True,45.0,12,programmer,53718
3913,True,18.0,18,technician/engineer,40207
808,True,25.0,6,executive/managerial,85226
5902,True,50.0,16,self-employed,77079
5008,True,25.0,21,writer,60615
5514,False,1.0,17,K-12 student,76501
4256,False,1.0,1,artist,78945
4327,True,35.0,18,technician/engineer,37221
728,True,25.0,4,doctor/health care,11598
4132,True,25.0,18,technician/engineer,80112
2050,False,35.0,2,clerical/admin,99504
2380,True,25.0,17,college/grad student,22903
3804,True,25.0,4,doctor/health care,06511
3771,True,25.0,0,academic/educator,14982
857,True,35.0,18,technician/engineer,11701
2688,True,25.0,18,technician/engineer,54915
5838,False,45.0,6,executive/managerial,02038
4946,False,35.0,0,academic/educator,91106
5093,True,50.0,6,executive/managerial,19047
2716,False,50.0,17,college/grad student,96825
224,False,18.0,17,college/grad student,14850
2011,False,35.0,2,clerical/admin,01545
3323,True,35.0,14,sales/marketing,11784
811,True,50.0,11,other/not specified,94043
2802,True,35.0,21,writer,10036
5424,False,35.0,1,artist,80012
3026,False,18.0,17,college/grad student,45750
1489,False,35.0,1,artist,60201
697,False,50.0,4,doctor/health care,97330
153,True,1.0,17,K-12 student,51537
3511,True,50.0,11,other/not specified,88004
3235,True,18.0,17,college/grad student,87801
4043,False,25.0,15,scientist,94002
3974,True,35.0,11,other/not specified,30741
5723,True,18.0,12,programmer,55057
613,True,35.0,21,writer,10562
768,True,25.0,12,programmer,17067
5954,True,45.0,9,lawyer,70802
5423,False,50.0,3,customer service,60714
1279,True,35.0,0,academic/educator,98502
3978,True,35.0,13,retired,78252
3918,True,25.0,19,tradesman/craftsman,30189
5019,True,25.0,6,executive/managerial,10025
955,False,50.0,6,executive/managerial,94941
571,True,50.0,3,customer service,95401
2611,True,25.0,2,clerical/admin,07719
175,False,25.0,1,artist,95123
3909,True,18.0,18,technician/engineer,19104
3678,True,25.0,11,other/not specified,06880
5368,False,25.0,18,technician/engineer,20120
729,True,35.0,12,programmer,85284
4367,True,35.0,11,other/not specified,52057
273,True,18.0,17,college/grad student,55427
2656,True,56.0,13,retired,32837
801,False,25.0,21,writer,95776
1073,False,25.0,4,doctor/health care,72211
4406,True,25.0,16,self-employed,80013
1486,True,25.0,16,self-employed,90638
2555,True,56.0,6,executive/managerial,10522
2595,True,18.0,17,college/grad student,15213
1593,True,25.0,16,self-employed,78411
3154,False,25.0,17,college/grad student,95616
1749,True,25.0,1,artist,10040
5306,False,25.0,18,technician/engineer,92121
2109,True,25.0,16,self-employed,13090
1773,True,18.0,17,college/grad student,07030
655,False,25.0,1,artist,92629
787,True,18.0,17,college/grad student,77802
3031,True,18.0,17,college/grad student,48135
678,True,25.0,11,other/not specified,34952
3860,True,45.0,18,technician/engineer,44129
1183,True,35.0,20,unemployed,94598
778,True,18.0,18,technician/engineer,32694
5009,False,45.0,16,self-employed,65441
5035,False,25.0,18,technician/engineer,19810
1402,True,18.0,17,college/grad student,90601
4035,True,18.0,17,college/grad student,45251
3392,True,50.0,4,doctor/health care,08108
3805,False,35.0,0,academic/educator,89031
4791,True,18.0,17,college/grad student,55116
877,True,25.0,11,other/not specified,90631
2777,True,18.0,17,college/grad student,95326
1873,True,35.0,6,executive/managerial,02127
4966,True,50.0,14,sales/marketing,55407
5070,True,25.0,1,artist,55344
5080,False,50.0,12,programmer,95472
5537,False,56.0,0,academic/educator,10543
1132,True,18.0,12,programmer,98225
4170,True,45.0,6,executive/managerial,53713
4506,True,50.0,16,self-employed,29464
3685,True,25.0,3,customer service,55100
4950,True,25.0,16,self-employed,55421
1824,False,18.0,17,college/grad student,43560
4663,True,25.0,17,college/grad student,92037
491,True,18.0,17,college/grad student,56043
629,False,1.0,17,K-12 student,48154
921,True,25.0,18,technician/engineer,92084
3788,False,18.0,11,other/not specified,94587
1737,True,35.0,21,writer,46614
3243,True,25.0,12,programmer,98117
5210,False,35.0,18,technician/engineer,60618
5916,True,50.0,21,writer,48230
4552,True,25.0,11,other/not specified,22306
3857,True,18.0,14,sales/marketing,08822
4528,True,25.0,14,sales/marketing,27605
1643,True,45.0,1,artist,90813
2986,True,25.0,17,college/grad student,24060
380,True,25.0,1,artist,92024
3357,True,25.0,19,tradesman/craftsman,64055
1340,True,25.0,6,executive/managerial,14302
244,True,50.0,6,executive/managerial,19072
368,True,25.0,11,other/not specified,90293
5580,True,45.0,6,executive/managerial,01581
4127,True,50.0,18,technician/engineer,16803
1803,True,25.0,1,artist,50021
2290,True,25.0,11,other/not specified,61021
794,True,50.0,21,writer,10543
1050,True,25.0,0,academic/educator,97302
2077,True,18.0,11,other/not specified,55112
5285,True,18.0,17,college/grad student,55410
4633,True,1.0,11,other/not specified,48302
1523,True,25.0,18,technician/engineer,95209
680,True,25.0,12,programmer,37013
3563,True,25.0,1,artist,33133
1897,False,50.0,1,artist,94530
2177,False,35.0,21,writer,95451
1635,True,25.0,11,other/not specified,97212
3709,True,25.0,12,programmer,89502
5337,False,35.0,2,clerical/admin,02725-1010
3291,False,25.0,6,executive/managerial,27516
5289,True,45.0,1,artist,94102
2478,True,50.0,0,academic/educator,37922
2889,True,35.0,2,clerical/admin,55104
5121,True,25.0,6,executive/managerial,91608
1192,True,50.0,16,self-employed,98103
3038,False,35.0,1,artist,97401
510,True,18.0,12,programmer,55109
4326,False,45.0,13,retired,94931
4870,False,35.0,2,clerical/admin,04108
345,True,25.0,12,programmer,94114
1812,False,25.0,12,programmer,48103
5922,True,56.0,2,clerical/admin,94561
3491,True,25.0,16,self-employed,28542
3014,True,35.0,6,executive/managerial,06430
5,True,25.0,21,writer,55455
4088,True,25.0,2,clerical/admin,77057
5018,False,56.0,12,programmer,90290
2097,True,18.0,3,customer service,48504
1667,True,50.0,16,self-employed,98516
2582,False,25.0,0,academic/educator,97201
2731,True,35.0,6,executive/managerial,11050
4114,True,35.0,14,sales/marketing,48187
5283,True,18.0,1,artist,63138
4837,True,25.0,3,customer service,46254
2190,False,25.0,15,scientist,27603
1124,True,25.0,1,artist,60156
5103,False,35.0,16,self-employed,78222
5363,True,56.0,13,retired,30673
1586,True,45.0,6,executive/managerial,77351
4006,True,1.0,6,executive/managerial,48038
4409,True,25.0,14,sales/marketing,65023
5911,False,25.0,18,technician/engineer,80301
2143,True,18.0,17,college/grad student,32607
1896,True,56.0,13,retired,92115
1521,False,25.0,6,executive/managerial,08902
5293,True,25.0,12,programmer,95030
1548,True,35.0,0,academic/educator,53703
3946,False,25.0,12,programmer,22207
2324,True,35.0,18,technician/engineer,50321
5189,False,45.0,6,executive/managerial,80304
1805,True,18.0,17,college/grad student,22401
1277,False,18.0,11,other/not specified,06360
3176,True,25.0,18,technician/engineer,95129
502,True,35.0,4,doctor/health care,55126
3429,False,25.0,6,executive/managerial,94602
1673,True,1.0,17,K-12 student,98043-3621
1668,True,35.0,1,artist,95602
2764,True,25.0,6,executive/managerial,91403
1312,True,25.0,14,sales/marketing,60153
4666,True,35.0,0,academic/educator,53704
63,True,18.0,17,college/grad student,54902
3760,True,50.0,11,other/not specified,55128
558,True,35.0,21,writer,55108
5355,True,56.0,11,other/not specified,78232
3934,True,25.0,11,other/not specified,44512
1609,False,35.0,8,homemaker,06830
676,True,18.0,16,self-employed,55129
3737,True,25.0,14,sales/marketing,37127
4869,False,45.0,4,doctor/health care,04578
4910,True,18.0,12,programmer,84041
4156,True,56.0,21,writer,95123
3198,True,25.0,12,programmer,94110
3481,True,18.0,17,college/grad student,94122
409,True,18.0,12,programmer,55122
1151,True,25.0,15,scientist,46805
5300,True,25.0,21,writer,94111
1560,False,25.0,2,clerical/admin,85226
2288,True,1.0,17,K-12 student,13066
631,True,35.0,18,technician/engineer,28601
2316,True,35.0,11,other/not specified,13207
4568,False,25.0,17,college/grad student,90034
173,True,25.0,11,other/not specified,45237
4137,True,25.0,6,executive/managerial,91941
894,True,18.0,17,college/grad student,31602
5114,False,1.0,17,K-12 student,22932
5335,True,25.0,14,sales/marketing,75093
4139,True,56.0,14,sales/marketing,40207
5606,False,25.0,14,sales/marketing,21046
1146,False,18.0,16,self-employed,80260
873,True,56.0,4,doctor/health care,19027
530,True,25.0,1,artist,10019
4643,True,25.0,11,other/not specified,98115
3003,True,18.0,15,scientist,94606
3281,True,25.0,18,technician/engineer,79705
1761,True,35.0,11,other/not specified,72058
3036,True,56.0,13,retired,14843
6010,True,35.0,11,other/not specified,79606
5312,True,25.0,0,academic/educator,10463
447,False,45.0,9,lawyer,55105
3516,True,18.0,17,college/grad student,42101
1755,False,18.0,17,college/grad student,77005
4493,False,1.0,17,K-12 student,10025
2894,True,18.0,17,college/grad student,44130
756,True,35.0,11,other/not specified,90064
4390,True,25.0,11,other/not specified,11201
3209,True,25.0,11,other/not specified,21555
3457,True,25.0,21,writer,19083
2760,True,56.0,11,other/not specified,01886
1736,True,56.0,7,farmer,00606
3416,True,25.0,12,programmer,20850
5323,True,25.0,21,writer,94122
1891,True,45.0,0,academic/educator,91335
1247,True,35.0,11,other/not specified,92649
107,True,45.0,19,tradesman/craftsman,63129
609,True,25.0,6,executive/managerial,10012
3458,True,45.0,11,other/not specified,02131
458,True,50.0,16,self-employed,55405-2546
1971,False,25.0,14,sales/marketing,80230
2843,False,25.0,17,college/grad student,78705
5746,True,18.0,15,scientist,94061
